NAME;PSRJ;P0;P1;BINARY;PB;DIST;ASSOC;AGE;BSURF;EDOT
589;J2005+3552;J2005+3552;0.307943;2.99E-15;*;*;14.652;*;1.63E+06;9.71E+11;4.04E+33
1119;B0823+26;J0826+2637;0.530661;1.71E-15;*;*;0.498;*;4.92E+06;9.64E+11;4.52E+32
115;J1928+1746;J1928+1746;0.06873;1.32E-14;*;*;4.337;GRS:[sbc+19];8.26E+04;9.64E+11;1.60E+36
2123;J1819-1318;J1819-1318;1.515696;5.97E-16;*;*;0.811;*;4.02E+07;9.63E+11;6.77E+30
2114;B1325-49;J1328-4921;1.478721;6.10E-16;*;*;8.396;*;3.84E+07;9.61E+11;7.45E+30
1684;J1941+1026;J1941+1026;0.905394;9.96E-16;*;*;7.971;*;1.44E+07;9.61E+11;5.30E+31
670;J1638-5226;J1638-5226;0.340503;2.65E-15;*;*;4.22;*;2.04E+06;9.61E+11;2.65E+33
1791;J1814-0521;J1814-0521;1.014219;8.84E-16;*;*;4.182;*;1.82E+07;9.58E+11;3.35E+31
1447;J1756-2619;J1756-2619;0.724514;1.24E-15;*;*;5.112;*;9.27E+06;9.58E+11;1.29E+32
1647;J2325-0530;J2325-0530;0.868735;1.03E-15;*;*;1.495;*;1.34E+07;9.57E+11;6.19E+31
600;J1716-4005;J1716-4005;0.311813;2.87E-15;*;*;5.418;*;1.72E+06;9.57E+11;3.74E+33
1024;J1834-0602;J1834-0602;0.487914;1.83E-15;*;*;6.34;*;4.23E+06;9.56E+11;6.21E+32
1789;J2351+8533;J2351+8533;1.011727;8.80E-16;*;*;2.618;*;1.82E+07;9.55E+11;3.36E+31
1492;J2333+6145;J2333+6145;0.756899;1.18E-15;*;*;2.729;*;1.02E+07;9.55E+11;1.07E+32
1075;B1237-41;J1240-4124;0.512242;1.74E-15;*;*;1.682;*;4.67E+06;9.55E+11;5.11E+32
879;J1813-2113;J1813-2113;0.426466;2.08E-15;*;*;14.968;*;3.25E+06;9.53E+11;1.06E+33
757;J2215+1538;J2215+1538;0.374196;2.37E-15;*;*;3.142;*;2.50E+06;9.52E+11;1.78E+33
203;B1508-57;J1512-5759;0.128699;6.85E-15;*;*;6.835;*;2.98E+05;9.50E+11;1.27E+35
2076;J2044+4614;J2044+4614;1.392715;6.30E-16;*;*;8.952;*;3.50E+07;9.48E+11;9.21E+30
1882;B1530+27;J1532+2745;1.124836;7.80E-16;*;*;1.695;*;2.29E+07;9.48E+11;2.16E+31
1074;B1737-39;J1741-3927;0.512212;1.71E-15;*;*;4.624;*;4.74E+06;9.48E+11;5.03E+32
703;J1105-4353;J1105-4353;0.351112;2.50E-15;*;*;0.127;*;2.23E+06;9.48E+11;2.28E+33
954;J1910+0534;J1910+0534;0.452867;1.92E-15;*;*;21.255;*;3.73E+06;9.45E+11;8.18E+32
682;J1607-5140;J1607-5140;0.342723;2.54E-15;*;*;5.118;*;2.14E+06;9.44E+11;2.49E+33
1135;J1848-0023;J1848-0023;0.537624;1.61E-15;*;*;1.08;*;5.29E+06;9.41E+11;4.09E+32
1814;B0621-04;J0624-0424;1.039076;8.30E-16;*;*;1.938;*;1.98E+07;9.40E+11;2.92E+31
1495;J1823-0154;J1823-0154;0.759777;1.13E-15;*;*;5.271;*;1.06E+07;9.38E+11;1.02E+32
276;J2028+3332;J2028+3332;0.176707;4.86E-15;*;*;*;GRS:2FGL_J2028.3+3332[naa+12];5.76E+05;9.38E+11;3.48E+34
2034;J1841-1404;J1841-1404;1.334557;6.41E-16;*;*;14.205;*;3.30E+07;9.36E+11;1.06E+31
1866;J1643+1338;J1643+1338;1.099047;7.78E-16;*;*;4.641;*;2.24E+07;9.36E+11;2.31E+31
1646;J1116-2444;J1116-2444;0.867949;9.85E-16;*;*;0.855;*;1.40E+07;9.36E+11;5.95E+31
1630;J1828-1336;J1828-1336;0.860332;9.95E-16;*;*;7.949;*;1.37E+07;9.36E+11;6.17E+31
1507;J1733-2837;J1733-2837;0.768185;1.11E-15;*;*;4.74;*;1.10E+07;9.33E+11;9.65E+31
573;B1650-38;J1653-3838;0.305037;2.79E-15;*;*;5.44;*;1.73E+06;9.33E+11;3.88E+33
2081;J1824-1350;J1824-1350;1.396599;6.07E-16;*;*;4.693;*;3.65E+07;9.32E+11;8.80E+30
1722;J2205+1444;J2205+1444;0.938014;9.00E-16;*;*;6.043;*;1.65E+07;9.30E+11;4.31E+31
87;J1813-1246;J1813-1246;0.048072;1.76E-14;*;*;2.635;GRS:2FGL_J1813.4-1246[naa+12],XRS:Swift_;4.34E+04;9.30E+11;6.24E+36
1069;J1036-4926;J1036-4926;0.510369;1.65E-15;*;*;2.313;*;4.90E+06;9.29E+11;4.90E+32
1154;B0403-76;J0401-7608;0.545254;1.54E-15;*;*;1.014;*;5.60E+06;9.28E+11;3.76E+32
19;J0537-6910;J0537-6910;0.016122;5.18E-14;*;*;49.7;EXGAL:LMC,SNR:N157B;4.93E+03;9.25E+11;4.88E+38
1095;J0115+6325;J0115+6325;0.521455;1.60E-15;*;*;1.931;*;5.17E+06;9.24E+11;4.45E+32
980;B1030-58;J1032-5911;0.464213;1.80E-15;*;*;3.005;*;4.09E+06;9.24E+11;7.09E+32
585;J1535-5848;J1535-5848;0.307178;2.72E-15;*;*;2.971;*;1.79E+06;9.24E+11;3.70E+33
519;B1820-31;J1823-3106;0.284054;2.93E-15;*;*;1.586;*;1.54E+06;9.23E+11;5.04E+33
1615;J1908+0457;J1908+0457;0.846793;9.80E-16;*;*;11.278;*;1.37E+07;9.22E+11;6.37E+31
1605;B1941-17;J1944-1750;0.841158;9.86E-16;*;*;4.121;*;1.35E+07;9.22E+11;6.54E+31
1375;B1036-58;J1038-5831;0.661992;1.25E-15;*;*;0.917;*;8.38E+06;9.21E+11;1.70E+32
1126;J1832+0029;J1832+0029;0.533918;1.55E-15;*;*;1.041;*;5.45E+06;9.21E+11;4.03E+32
2038;J2154-2812;J2154-2812;1.343361;6.13E-16;*;*;25;*;3.47E+07;9.18E+11;9.98E+30
1925;J0107+1322;J0107+1322;1.197383;6.87E-16;*;*;2.349;*;2.76E+07;9.18E+11;1.58E+31
1184;J1615-4958;J1615-4958;0.558258;1.46E-15;*;*;3.911;*;6.05E+06;9.14E+11;3.32E+32
722;J1901-0312;J1901-0312;0.355725;2.29E-15;*;*;3.773;*;2.46E+06;9.14E+11;2.01E+33
139;J1509-5850;J1509-5850;0.088925;9.17E-15;*;*;3.372;XRS:PWN[hb07c],GRS:2FGL_J1509.6-5850[naa;1.54E+05;9.14E+11;5.15E+35
804;B1518-58;J1522-5829;0.395354;2.06E-15;*;*;3.882;*;3.05E+06;9.13E+11;1.31E+33
1066;J1859+0603;J1859+0603;0.508561;1.59E-15;*;*;9.003;*;5.07E+06;9.10E+11;4.77E+32
672;B0450+55;J0454+5543;0.340729;2.37E-15;*;*;1.18;*;2.28E+06;9.10E+11;2.37E+33
202;B1356-60;J1359-6038;0.127508;6.33E-15;*;*;5;*;3.19E+05;9.09E+11;1.21E+35
545;J1833-0209;J1833-0209;0.291931;2.75E-15;*;*;13.36;*;1.68E+06;9.07E+11;4.37E+33
1937;B1700-32;J1703-3241;1.211785;6.60E-16;*;*;3.167;*;2.91E+07;9.05E+11;1.46E+31
1778;J0058+4950;J0058+4950;0.996023;8.04E-16;*;*;2.646;*;1.96E+07;9.05E+11;3.21E+31
1061;J1634-5107;J1634-5107;0.507356;1.57E-15;*;*;7.212;*;5.11E+06;9.04E+11;4.76E+32
2059;B0950-38;J0952-3839;1.373815;5.80E-16;*;*;0.526;*;3.75E+07;9.03E+11;8.83E+30
2139;J1609-1930;J1609-1930;1.557917;5.09E-16;*;*;1.791;*;4.85E+07;9.01E+11;5.31E+30
950;J1852-0118;J1852-0118;0.451473;1.76E-15;*;*;4.726;*;4.07E+06;9.01E+11;7.54E+32
265;J1624-4041;J1624-4041;0.167861;4.72E-15;*;*;*;GRS:3FGL_J1624.2-4041[aaa+15];5.63E+05;9.01E+11;3.94E+34
121;J1925+1720;J1925+1720;0.075659;1.05E-14;*;*;5.06;GRS:3FGL_J1925.4+1727[lsb+17,sbc+19];1.15E+05;9.01E+11;9.54E+35
1049;J1736-3511;J1736-3511;0.502803;1.57E-15;*;*;2.626;*;5.07E+06;8.99E+11;4.88E+32
1256;J1816-1446;J1816-1446;0.5945;1.33E-15;*;*;10.097;*;7.10E+06;8.98E+11;2.49E+32
786;B1813-36;J1817-3618;0.387019;2.02E-15;*;*;4.399;*;3.03E+06;8.95E+11;1.38E+33
134;B1830-08;J1833-0827;0.085288;9.18E-15;*;*;4.5;XRS:PWN[eit+11];1.47E+05;8.95E+11;5.84E+35
1871;J1801-1909;J1801-1909;1.108725;7.03E-16;*;*;4.897;*;2.50E+07;8.93E+11;2.04E+31
1758;J1957-0002;J1957-0002;0.965096;8.05E-16;*;*;1.789;*;1.90E+07;8.92E+11;3.54E+31
2087;J1845+0623;J1845+0623;1.421654;5.46E-16;*;*;4.918;*;4.13E+07;8.91E+11;7.50E+30
1314;J1352-6803;J1352-6803;0.628903;1.23E-15;*;*;9.902;*;8.07E+06;8.91E+11;1.96E+32
468;B1635-45;J1639-4604;0.264558;2.89E-15;*;*;3.788;*;1.45E+06;8.85E+11;6.16E+33
368;J1905+0902;J1905+0902;0.218253;3.50E-15;*;*;11.553;*;9.88E+05;8.84E+11;1.33E+34
1911;B1920+20;J1922+2018;1.172763;6.49E-16;*;*;5.28;*;2.86E+07;8.83E+11;1.59E+31
1179;J1536-5907;J1536-5907;0.557841;1.37E-15;*;*;8.135;*;6.47E+06;8.83E+11;3.11E+32
1300;J1856+0102;J1856+0102;0.620217;1.22E-15;*;*;6.54;*;8.04E+06;8.81E+11;2.02E+32
1319;B0203-40;J0206-4028;0.630551;1.20E-15;*;*;1.26;*;8.35E+06;8.79E+11;1.88E+32
541;J1908+0500;J1908+0500;0.291021;2.59E-15;*;*;5.845;*;1.78E+06;8.78E+11;4.14E+33
1687;J1530-6343;J1530-6343;0.91032;8.25E-16;*;*;11.447;*;1.75E+07;8.77E+11;4.32E+31
686;J1851+0233;J1851+0233;0.344018;2.18E-15;*;*;12.653;*;2.50E+06;8.77E+11;2.12E+33
1370;J0941-5244;J0941-5244;0.658558;1.14E-15;*;*;0.398;*;9.17E+06;8.76E+11;1.57E+32
516;B1907+10;J1909+1102;0.283642;2.64E-15;*;*;4.8;*;1.70E+06;8.76E+11;4.57E+33
1403;J1631-1612;J1631-1612;0.677684;1.10E-15;*;*;0.839;*;9.80E+06;8.72E+11;1.39E+32
1293;J1405-5641;J1405-5641;0.617575;1.20E-15;*;*;12.383;*;8.17E+06;8.70E+11;2.01E+32
2273;J1817-1938;J1817-1938;2.046838;3.60E-16;*;*;17.002;*;9.01E+07;8.69E+11;1.66E+30
1578;B1918+19;J1921+1948;0.821035;8.96E-16;*;*;4.322;*;1.45E+07;8.68E+11;6.39E+31
1097;B1804-12;J1806-1154;0.522618;1.41E-15;*;*;3.005;*;5.88E+06;8.68E+11;3.90E+32
437;J1344-5855;J1344-5855;0.252398;2.91E-15;*;*;7.537;*;1.37E+06;8.68E+11;7.16E+33
1785;J1539-5521;J1539-5521;1.004958;7.28E-16;*;*;4.912;*;2.19E+07;8.66E+11;2.83E+31
992;J1435-5954;J1435-5954;0.472996;1.55E-15;*;*;1.064;*;4.84E+06;8.66E+11;5.77E+32
1125;J1036-6559;J1036-6559;0.533502;1.36E-15;*;*;2.052;*;6.21E+06;8.63E+11;3.54E+32
1793;B2111+46;J2113+4644;1.014685;7.15E-16;*;*;2.174;*;2.25E+07;8.62E+11;2.70E+31
1111;B1630-59;J1635-5954;0.529121;1.37E-15;*;*;7.214;*;6.13E+06;8.61E+11;3.65E+32
1672;J1529-5355;J1529-5355;0.891265;8.10E-16;*;*;6.24;*;1.74E+07;8.60E+11;4.52E+31
1973;B0538-75;J0536-7543;1.245856;5.78E-16;*;*;0.143;*;3.42E+07;8.58E+11;1.18E+31
667;J1509-6015;J1509-6015;0.339038;2.12E-15;*;*;11.09;*;2.53E+06;8.58E+11;2.15E+33
2153;B0841+80;J0849+8028;1.602228;4.46E-16;*;*;3.304;*;5.69E+07;8.56E+11;4.28E+30
1091;B1953+50;J1955+5059;0.518938;1.37E-15;*;*;2.186;*;5.99E+06;8.54E+11;3.88E+32
787;J2018+3431;J2018+3431;0.387664;1.84E-15;*;*;6.636;*;3.34E+06;8.54E+11;1.24E+33
2115;J1947+0915;J1947+0915;1.480744;4.78E-16;*;*;5.154;*;4.91E+07;8.51E+11;5.81E+30
763;B1842+14;J1844+1454;0.375463;1.87E-15;*;*;1.683;*;3.18E+06;8.48E+11;1.40E+33
1967;B0011+47;J0014+4746;1.240699;5.64E-16;*;*;1.776;*;3.48E+07;8.47E+11;1.17E+31
1188;J1941+1341;J1941+1341;0.559084;1.24E-15;*;*;5.459;*;7.15E+06;8.42E+11;2.80E+32
932;B1740-03;J1743-0339;0.444645;1.56E-15;*;*;0.2;*;4.53E+06;8.42E+11;6.99E+32
1724;J1654-3710;J1654-3710;0.939165;7.35E-16;*;*;19.006;*;2.03E+07;8.41E+11;3.50E+31
1553;J1918-1052;J1918-1052;0.798693;8.65E-16;*;*;2.966;*;1.46E+07;8.41E+11;6.70E+31
788;B1642-03;J1645-0317;0.38769;1.78E-15;*;*;3.846;*;3.45E+06;8.41E+11;1.21E+33
1442;J0137+6349;J0137+6349;0.717963;9.60E-16;*;*;9.097;*;1.19E+07;8.40E+11;1.02E+32
185;J0002+6216;J0002+6216;0.115364;5.97E-15;*;*;6.357;GRS:3FGL_J0002.6+6218[aaa+15],XRS:1XSPS_;3.06E+05;8.40E+11;1.53E+35
244;B0355+54;J0358+5413;0.156384;4.39E-15;*;*;1;XRS:PWN[mvk+06];5.64E+05;8.39E+11;4.54E+34
1826;J2217+5733;J2217+5733;1.056844;6.47E-16;*;*;3.129;*;2.59E+07;8.37E+11;2.16E+31
1734;J1758+3030;J1758+3030;0.947256;7.20E-16;*;*;3.279;*;2.08E+07;8.36E+11;3.34E+31
1526;B1822+00;J1825+0004;0.778949;8.76E-16;*;*;1.861;*;1.41E+07;8.36E+11;7.32E+31
1969;J0628+0909;J0628+0909;1.241421;5.48E-16;*;*;1.771;*;3.59E+07;8.35E+11;1.13E+31
481;B1914+09;J1916+0951;0.270254;2.52E-15;*;*;1.904;*;1.70E+06;8.35E+11;5.04E+33
2147;J1747-1030;J1747-1030;1.578793;4.30E-16;*;*;2.511;*;5.82E+07;8.34E+11;4.31E+30
1617;J1313+0931;J1313+0931;0.848933;8.00E-16;*;*;1.08;*;1.68E+07;8.34E+11;5.16E+31
528;B1859+01;J1901+0156;0.288219;2.36E-15;*;*;3.229;*;1.94E+06;8.34E+11;3.89E+33
1740;J1818-1556;J1818-1556;0.952709;7.06E-16;*;*;3.464;*;2.14E+07;8.30E+11;3.22E+31
560;B1925+188;J1927+1856;0.298313;2.24E-15;*;*;3.1;*;2.11E+06;8.28E+11;3.34E+33
1963;B1905+39;J1907+4002;1.235757;5.41E-16;*;*;2.46;*;3.62E+07;8.27E+11;1.13E+31
1681;J0646+0905;J0646+0905;0.903913;7.36E-16;*;*;2.525;*;1.95E+07;8.25E+11;3.93E+31
336;J1837-0559;J1837-0559;0.201064;3.31E-15;*;*;4.315;*;9.63E+05;8.25E+11;1.61E+34
1213;J0803-0942;J0803-0942;0.571257;1.16E-15;*;*;0.818;*;7.80E+06;8.24E+11;2.46E+32
1819;J1745-0129;J1745-0129;1.045407;6.31E-16;*;*;5.496;*;2.62E+07;8.22E+11;2.18E+31
454;J1929+1955;J1929+1955;0.257832;2.56E-15;*;*;6.603;*;1.60E+06;8.21E+11;5.89E+33
2160;B1913+167;J1915+1647;1.616231;4.05E-16;*;*;2.196;*;6.32E+07;8.19E+11;3.79E+30
1520;J1656+6203;J1656+6203;0.776155;8.44E-16;*;*;25;*;1.46E+07;8.19E+11;7.13E+31
1149;J1854-0524;J1854-0524;0.544021;1.20E-15;*;*;5.014;*;7.18E+06;8.18E+11;2.94E+32
619;J0514-4408;J0514-4408;0.320271;2.04E-15;*;*;0.966;GRS:[brs+19];2.48E+06;8.18E+11;2.45E+33
1079;J1828-2119;J1828-2119;0.514523;1.27E-15;*;*;17.961;*;6.44E+06;8.17E+11;3.67E+32
546;J1413-6222;J1413-6222;0.292408;2.23E-15;*;*;13.087;*;2.08E+06;8.17E+11;3.52E+33
685;B2020+28;J2022+2854;0.343402;1.89E-15;*;*;2.1;*;2.87E+06;8.16E+11;1.85E+33
2106;B0148-06;J0151-0635;1.464665;4.43E-16;*;*;25;*;5.24E+07;8.15E+11;5.56E+30
1405;J1130-5925;J1130-5925;0.680984;9.52E-16;*;*;2.387;*;1.13E+07;8.15E+11;1.19E+32
888;J1636-4933;J1636-4933;0.430367;1.51E-15;*;*;10.229;*;4.53E+06;8.15E+11;7.46E+32
273;J1641-5317;J1641-5317;0.175106;3.70E-15;*;*;*;GRS:3FGL_J1641.5-5319;7.50E+05;8.15E+11;2.72E+34
1488;J1843-0459;J1843-0459;0.754963;8.54E-16;*;*;4.887;*;1.40E+07;8.13E+11;7.84E+31
1279;J1734-2415;J1734-2415;0.612524;1.05E-15;*;*;3.436;*;9.24E+06;8.12E+11;1.80E+32
397;J1123-6651;J1123-6651;0.232976;2.75E-15;*;*;1.675;*;1.34E+06;8.10E+11;8.59E+33
227;J1835-0944;J1835-0944;0.145347;4.38E-15;*;*;4.215;*;5.25E+05;8.08E+11;5.64E+34
583;B1001-47;J1003-4747;0.307074;2.07E-15;*;*;0.369;*;2.35E+06;8.07E+11;2.82E+33
867;J1319-6105;J1319-6105;0.421118;1.50E-15;*;*;12.194;*;4.44E+06;8.05E+11;7.94E+32
2155;J1926-0652;J1926-0652;1.608816;3.91E-16;*;*;5.286;*;6.51E+07;8.03E+11;3.71E+30
750;J1856-0526;J1856-0526;0.370483;1.70E-15;*;*;4.012;*;3.46E+06;8.02E+11;1.32E+33
727;J1805-2037;J1805-2037;0.357807;1.76E-15;*;*;4.983;*;3.23E+06;8.02E+11;1.51E+33
1434;B1540-06;J1543-0620;0.709064;8.80E-16;*;*;3.226;*;1.28E+07;7.99E+11;9.74E+31
1224;J1700-4939;J1700-4939;0.578363;1.08E-15;*;*;15.418;*;8.50E+06;7.99E+11;2.20E+32
1949;J2050+1259;J2050+1259;1.22102;5.04E-16;*;*;5.829;*;3.84E+07;7.94E+11;1.09E+31
206;J1913+0832;J1913+0832;0.134409;4.57E-15;*;*;8.204;*;4.66E+05;7.93E+11;7.43E+34
699;J1717-40435;J1717-40435;0.349929;1.75E-15;*;*;16.635;*;3.17E+06;7.92E+11;1.61E+33
696;J0131-7310;J0131-7310;0.348124;1.76E-15;*;*;59.7;EXGAL:SMC;3.13E+06;7.92E+11;1.65E+33
1508;B1735-32;J1738-3211;0.768499;7.95E-16;*;*;1.274;*;1.53E+07;7.91E+11;6.91E+31
1512;J1424-5556;J1424-5556;0.770375;7.80E-16;*;*;6.205;*;1.56E+07;7.85E+11;6.74E+31
1303;J1835-0928;J1835-0928;0.621734;9.69E-16;*;*;4.881;*;1.02E+07;7.85E+11;1.59E+32
1696;J1652+2651;J1652+2651;0.915803;6.54E-16;*;*;25;*;2.22E+07;7.83E+11;3.36E+31
1594;J0054+6946;J0054+6946;0.832911;7.19E-16;*;*;2.758;*;1.83E+07;7.83E+11;4.92E+31
1830;J1745+1252;J1745+1252;1.059849;5.63E-16;*;*;11.167;*;2.98E+07;7.82E+11;1.87E+31
735;J1733-3030;J1733-3030;0.362052;1.65E-15;*;*;20.614;*;3.48E+06;7.82E+11;1.37E+33
963;J1836-0517;J1836-0517;0.457245;1.30E-15;*;*;8.315;*;5.56E+06;7.81E+11;5.38E+32
544;B1815-14;J1818-1422;0.291489;2.04E-15;*;*;5.455;*;2.27E+06;7.80E+11;3.24E+33
155;B0114+58;J0117+5914;0.101439;5.85E-15;*;*;1.768;XRS:[pb15];2.75E+05;7.80E+11;2.21E+35
2017;J1901+0254;J1901+0254;1.299693;4.56E-16;*;*;4.3;*;4.52E+07;7.79E+11;8.20E+30
713;B1834-04;J1836-0436;0.354237;1.66E-15;*;*;4.358;*;3.38E+06;7.76E+11;1.48E+33
693;J0627+0649;J0627+0649;0.346523;1.70E-15;*;*;1.794;*;3.23E+06;7.76E+11;1.61E+33
1971;J1743-2442;J1743-2442;1.242508;4.72E-16;*;*;6.493;*;4.17E+07;7.75E+11;9.72E+30
2006;J2033-1938;J2033-1938;1.281719;4.55E-16;*;*;1.525;*;4.46E+07;7.73E+11;8.53E+30
564;J1537-4912;J1537-4912;0.301311;1.93E-15;*;*;2.055;*;2.47E+06;7.72E+11;2.79E+33
1730;B1507-44;J1510-4422;0.943871;6.10E-16;*;*;4.128;*;2.45E+07;7.68E+11;2.86E+31
1387;J1806-1618;J1806-1618;0.668309;8.62E-16;*;*;10.156;*;1.23E+07;7.68E+11;1.14E+32
1286;J1612-5805;J1612-5805;0.61552;9.35E-16;*;*;5.542;*;1.04E+07;7.68E+11;1.58E+32
474;B1904+06;J1906+0641;0.267275;2.14E-15;*;*;7;*;1.98E+06;7.65E+11;4.42E+33
669;J0518+5416;J0518+5416;0.340203;1.68E-15;*;*;1.434;*;3.22E+06;7.64E+11;1.68E+33
1794;J1649+2533;J1649+2533;1.015257;5.59E-16;*;*;25;*;2.88E+07;7.63E+11;2.11E+31
1377;B1256-67;J1259-6741;0.66333;8.55E-16;*;*;1.574;*;1.23E+07;7.62E+11;1.16E+32
154;J1853-0004;J1853-0004;0.101437;5.57E-15;*;*;5.339;GRS:[sbc+19];2.88E+05;7.61E+11;2.11E+35
1306;J1723-2852;J1723-2852;0.625034;9.00E-16;*;*;4.768;*;1.10E+07;7.59E+11;1.46E+32
1820;B1942-00;J1945-0040;1.045632;5.35E-16;*;*;3.164;*;3.10E+07;7.57E+11;1.85E+31
113;J1831-0952;J1831-0952;0.067267;8.32E-15;*;*;3.683;*;1.28E+05;7.57E+11;1.08E+36
1318;B2028+22;J2030+2228;0.630513;8.85E-16;*;*;6.386;*;1.13E+07;7.56E+11;1.39E+32
1829;J1308-4650;J1308-4650;1.058833;5.26E-16;*;*;2.188;*;3.19E+07;7.55E+11;1.75E+31
1479;J1904-1224;J1904-1224;0.750808;7.42E-16;*;*;7.274;*;1.60E+07;7.55E+11;6.92E+31
1064;J1831-1423;J1831-1423;0.507945;1.09E-15;*;*;10.121;*;7.35E+06;7.55E+11;3.30E+32
2175;J1841-0310;J1841-0310;1.657656;3.35E-16;*;*;4.17;*;7.83E+07;7.54E+11;2.91E+30
509;J1104-6103;J1104-6103;0.280905;1.97E-15;*;*;1.327;*;2.26E+06;7.52E+11;3.50E+33
2064;J1801-3458;J1801-3458;1.385604;3.97E-16;*;*;5.915;*;5.52E+07;7.51E+11;5.90E+30
582;J1031-6117;J1031-6117;0.306411;1.78E-15;*;*;3.383;*;2.72E+06;7.48E+11;2.45E+33
72;J1849-0001;J1849-0001;0.038523;1.42E-14;*;*;*;XRS:XMMU_J184901.6-000117,GRS:IGR_18490-;4.31E+04;7.47E+11;9.78E+36
1466;J1828+1359;J1828+1359;0.74164;7.29E-16;*;*;2.754;*;1.61E+07;7.44E+11;7.05E+31
683;J1915+0838;J1915+0838;0.342777;1.57E-15;*;*;10.84;*;3.46E+06;7.43E+11;1.54E+33
103;J1101-6101;J1101-6101;0.0628;8.56E-15;*;*;7;SNR:G290.1-0.8(MSH_11-61A)[htg+14];1.16E+05;7.42E+11;1.36E+36
1970;B1911+09;J1913+0936;1.241965;4.32E-16;*;*;4.337;*;4.56E+07;7.41E+11;8.90E+30
446;J1253-5820;J1253-5820;0.255496;2.10E-15;*;*;1.641;*;1.93E+06;7.41E+11;4.97E+33
1134;J2017+2043;J2017+2043;0.537143;9.96E-16;*;*;4.205;*;8.55E+06;7.40E+11;2.54E+32
1423;B2122+13;J2124+1407;0.694053;7.68E-16;*;*;2.807;*;1.43E+07;7.39E+11;9.07E+31
100;J1437-5959;J1437-5959;0.061696;8.59E-15;*;*;8.543;SNR:G315.9-0.0,PWN:G315.78-0.23[nbg+12];1.14E+05;7.37E+11;1.44E+36
2116;J0100+8023;J0100+8023;1.493601;3.54E-16;*;*;2.848;*;6.68E+07;7.36E+11;4.20E+30
1136;B1809-176;J1812-1733;0.538341;9.82E-16;*;*;4.517;*;8.68E+06;7.36E+11;2.49E+32
2357;J0457-6337;J0457-6337;2.497012;2.10E-16;*;*;1.333;*;1.88E+08;7.33E+11;5.32E+29
1432;J1425-5759;J1425-5759;0.707868;7.42E-16;*;*;7.636;*;1.51E+07;7.33E+11;8.26E+31
451;J1858+0346;J1858+0346;0.256844;2.04E-15;*;*;5.49;*;1.99E+06;7.33E+11;4.75E+33
222;J0538+2817;J0538+2817;0.143158;3.67E-15;*;*;1.3;SNR:S147[acj+96];6.18E+05;7.33E+11;4.94E+34
416;J1739-3049;J1739-3049;0.239317;2.18E-15;*;*;4.38;*;1.74E+06;7.31E+11;6.27E+33
1652;J1720-2446;J1720-2446;0.874265;5.93E-16;*;*;3.772;*;2.34E+07;7.29E+11;3.50E+31
192;J0834-4159;J0834-4159;0.121118;4.28E-15;*;*;5.508;*;4.48E+05;7.29E+11;9.51E+34
2124;B1105-59;J1107-5947;1.516531;3.40E-16;*;*;1.915;*;7.07E+07;7.27E+11;3.85E+30
808;B0559-05;J0601-0527;0.395969;1.30E-15;*;*;2.083;*;4.82E+06;7.27E+11;8.28E+32
760;B0736-40;J0738-4042;0.374921;1.38E-15;*;*;1.6;*;4.32E+06;7.27E+11;1.03E+33
689;B1848+13;J1850+1335;0.345582;1.49E-15;*;*;2.167;*;3.67E+06;7.27E+11;1.43E+33
1858;J1835-0522;J1835-0522;1.087749;4.73E-16;*;*;8.791;*;3.64E+07;7.26E+11;1.45E+31
1640;J2040+1657;J2040+1657;0.865606;5.95E-16;*;*;4.45;*;2.31E+07;7.26E+11;3.62E+31
969;B1436-63;J1440-6344;0.459607;1.12E-15;*;*;3.446;*;6.50E+06;7.26E+11;4.56E+32
2231;B1901+10;J1904+1011;1.85657;2.76E-16;*;*;5.496;*;1.07E+08;7.24E+11;1.70E+30
1567;J2312+6931;J2312+6931;0.813375;6.28E-16;*;*;2.436;*;2.05E+07;7.24E+11;4.61E+31
2239;B1828-60;J1833-6023;1.889436;2.70E-16;*;*;1.336;*;1.11E+08;7.23E+11;1.58E+30
864;B1732-07;J1735-0724;0.419335;1.21E-15;*;*;6.667;*;5.47E+06;7.22E+11;6.50E+32
514;J2139+4716;J2139+4716;0.282849;1.79E-15;*;*;*;GRS:2FGL_J2139.8+4714[naa+12];2.51E+06;7.19E+11;3.12E+33
1457;J1755-1650;J1755-1650;0.733744;6.86E-16;*;*;4.618;*;1.69E+07;7.18E+11;6.85E+31
1219;J1715-4254;J1715-4254;0.573745;8.76E-16;*;*;18.772;*;1.04E+07;7.17E+11;1.83E+32
1784;B2210+29;J2212+2933;1.004593;4.95E-16;*;*;25;*;3.21E+07;7.14E+11;1.93E+31
1570;J1929+3817;J1929+3817;0.814215;6.10E-16;*;*;9.321;*;2.12E+07;7.13E+11;4.46E+31
414;B1922+20;J1924+2040;0.23779;2.09E-15;*;*;5.465;*;1.80E+06;7.13E+11;6.14E+33
1531;J1735-0243;J1735-0243;0.782887;6.32E-16;*;*;1.004;*;1.96E+07;7.12E+11;5.20E+31
1205;J1234-3630;J1234-3630;0.569242;8.66E-16;*;*;5.728;*;1.04E+07;7.10E+11;1.85E+32
282;B1449-64;J1453-6413;0.179487;2.74E-15;*;*;2.8;*;1.04E+06;7.10E+11;1.87E+34
920;J1905+0600;J1905+0600;0.44121;1.11E-15;*;*;8.797;*;6.28E+06;7.09E+11;5.11E+32
